"UniqueID","Pplr.fctr","Pplr.fctr.All.X..rcv.glmnet.prob","Pplr.fctr.All.X..rcv.glmnet","Pplr.fctr.All.X..rcv.glmnet.err","Pplr.fctr.All.X..rcv.glmnet.err.abs","Pplr.fctr.All.X..rcv.glmnet.is.acc"
1673,"N",0.0732038103653136,"N",FALSE,0.0732038103653136,TRUE
1675,"N",0.0886857748422678,"N",FALSE,0.0886857748422678,TRUE
1680,"N",0.091098942485332,"N",FALSE,0.091098942485332,TRUE
1682,"N",0.0978631475021576,"N",FALSE,0.0978631475021576,TRUE
1684,"N",0.102960382824857,"Y",TRUE,0.102960382824857,FALSE
1686,"N",0.103356891883645,"Y",TRUE,0.103356891883645,FALSE
1694,"N",0.0809305035785252,"N",FALSE,0.0809305035785252,TRUE
1735,"N",0.121019044248978,"Y",TRUE,0.121019044248978,FALSE
1736,"N",0.112111327664468,"Y",TRUE,0.112111327664468,FALSE
1749,"N",0.0565071953450961,"N",FALSE,0.0565071953450961,TRUE
1751,"N",0.167331745407255,"Y",TRUE,0.167331745407255,FALSE
1784,"N",0.063310854920675,"N",FALSE,0.063310854920675,TRUE
1789,"N",0.106606246860378,"Y",TRUE,0.106606246860378,FALSE
1794,"N",0.044979388911939,"N",FALSE,0.044979388911939,TRUE
1797,"N",0.101303823398609,"Y",TRUE,0.101303823398609,FALSE
1844,"N",0.0661630648706115,"N",FALSE,0.0661630648706115,TRUE
1856,"N",0.113746261031267,"Y",TRUE,0.113746261031267,FALSE
1857,"N",0.0825336973687807,"N",FALSE,0.0825336973687807,TRUE
1901,"N",0.0658089790337491,"N",FALSE,0.0658089790337491,TRUE
1905,"N",0.145494140395841,"Y",TRUE,0.145494140395841,FALSE
1908,"N",0.101097664276787,"Y",TRUE,0.101097664276787,FALSE
1922,"N",0.152051012697555,"Y",TRUE,0.152051012697555,FALSE
1940,"N",0.0792283195221877,"N",FALSE,0.0792283195221877,TRUE
1944,"N",0.0709029086803148,"N",FALSE,0.0709029086803148,TRUE
1947,"N",0.0882941548832395,"N",FALSE,0.0882941548832395,TRUE
1948,"N",0.144976750109564,"Y",TRUE,0.144976750109564,FALSE
1951,"N",0.127805805305336,"Y",TRUE,0.127805805305336,FALSE
1972,"N",0.127380760612028,"Y",TRUE,0.127380760612028,FALSE
2015,"N",0.0725011400325197,"N",FALSE,0.0725011400325197,TRUE
2021,"N",0.083995791011203,"N",FALSE,0.083995791011203,TRUE
2036,"N",0.0923872367060804,"N",FALSE,0.0923872367060804,TRUE
2056,"N",0.145355534520852,"Y",TRUE,0.145355534520852,FALSE
2122,"N",0.167798312977925,"Y",TRUE,0.167798312977925,FALSE
2145,"N",0.0308463190180433,"N",FALSE,0.0308463190180433,TRUE
2162,"N",0.10527510088571,"Y",TRUE,0.10527510088571,FALSE
2216,"N",0.0739385639248107,"N",FALSE,0.0739385639248107,TRUE
2261,"N",0.11290909276924,"Y",TRUE,0.11290909276924,FALSE
2284,"N",0.0280392981190116,"N",FALSE,0.0280392981190116,TRUE
2298,"N",0.136408247754914,"Y",TRUE,0.136408247754914,FALSE
2302,"N",0.0408224370525047,"N",FALSE,0.0408224370525047,TRUE
2316,"N",0.0719729899105625,"N",FALSE,0.0719729899105625,TRUE
2345,"N",0.0945135579637732,"N",FALSE,0.0945135579637732,TRUE
2355,"N",0.147283993040774,"Y",TRUE,0.147283993040774,FALSE
2398,"N",0.0963479385869942,"N",FALSE,0.0963479385869942,TRUE
2413,"N",0.0871672341676701,"N",FALSE,0.0871672341676701,TRUE
2418,"N",0.10276347216904,"Y",TRUE,0.10276347216904,FALSE
2419,"N",0.136203263338586,"Y",TRUE,0.136203263338586,FALSE
2473,"N",0.0657423165095283,"N",FALSE,0.0657423165095283,TRUE
2490,"N",0.0759096851991233,"N",FALSE,0.0759096851991233,TRUE
2491,"N",0.0989996319378873,"N",FALSE,0.0989996319378873,TRUE
2497,"N",0.0964557463074817,"N",FALSE,0.0964557463074817,TRUE
2517,"N",0.0996005340684383,"N",FALSE,0.0996005340684383,TRUE
2519,"N",0.0828992984137759,"N",FALSE,0.0828992984137759,TRUE
2525,"N",0.0468065728247917,"N",FALSE,0.0468065728247917,TRUE
2534,"N",0.0830784134116635,"N",FALSE,0.0830784134116635,TRUE
2581,"N",0.0590319710852949,"N",FALSE,0.0590319710852949,TRUE
2584,"N",0.0573279465150627,"N",FALSE,0.0573279465150627,TRUE
2588,"N",0.0826055872639502,"N",FALSE,0.0826055872639502,TRUE
2594,"N",0.052358902630291,"N",FALSE,0.052358902630291,TRUE
2608,"N",0.068072898668369,"N",FALSE,0.068072898668369,TRUE
2621,"N",0.0841852134512962,"N",FALSE,0.0841852134512962,TRUE
2638,"N",0.153138013812356,"Y",TRUE,0.153138013812356,FALSE
2692,"N",0.11542484073359,"Y",TRUE,0.11542484073359,FALSE
2710,"N",0.0819493960394492,"N",FALSE,0.0819493960394492,TRUE
2713,"N",0.101790370792155,"Y",TRUE,0.101790370792155,FALSE
2732,"N",0.0857701875680884,"N",FALSE,0.0857701875680884,TRUE
2735,"N",0.0716190379377904,"N",FALSE,0.0716190379377904,TRUE
2743,"N",0.0783038458499839,"N",FALSE,0.0783038458499839,TRUE
2755,"N",0.0660567808011512,"N",FALSE,0.0660567808011512,TRUE
2803,"N",0.0827907118317613,"N",FALSE,0.0827907118317613,TRUE
2810,"N",0.0604610145745008,"N",FALSE,0.0604610145745008,TRUE
2818,"N",0.055679585876632,"N",FALSE,0.055679585876632,TRUE
2829,"N",0.0735864786483459,"N",FALSE,0.0735864786483459,TRUE
2845,"N",0.0729426819834778,"N",FALSE,0.0729426819834778,TRUE
2846,"N",0.159517968331451,"Y",TRUE,0.159517968331451,FALSE
2855,"N",0.0738240814220258,"N",FALSE,0.0738240814220258,TRUE
2871,"N",0.0622079079562768,"N",FALSE,0.0622079079562768,TRUE
2920,"N",0.0743931053949378,"N",FALSE,0.0743931053949378,TRUE
2957,"N",0.0465188472914113,"N",FALSE,0.0465188472914113,TRUE
2966,"N",0.0805753801721269,"N",FALSE,0.0805753801721269,TRUE
2972,"N",0.0816858293483745,"N",FALSE,0.0816858293483745,TRUE
2973,"N",0.15126082916856,"Y",TRUE,0.15126082916856,FALSE
2975,"N",0.119933453185794,"Y",TRUE,0.119933453185794,FALSE
3019,"N",0.113712778041091,"Y",TRUE,0.113712778041091,FALSE
3027,"N",0.0838737342664562,"N",FALSE,0.0838737342664562,TRUE
3031,"N",0.094731855284844,"N",FALSE,0.094731855284844,TRUE
3047,"N",0.0808386615507305,"N",FALSE,0.0808386615507305,TRUE
3063,"N",0.075731797530435,"N",FALSE,0.075731797530435,TRUE
3094,"N",0.0652421105193037,"N",FALSE,0.0652421105193037,TRUE
3109,"N",0.14969641448944,"Y",TRUE,0.14969641448944,FALSE
3114,"N",0.084769888708601,"N",FALSE,0.084769888708601,TRUE
3158,"N",0.0698718103237061,"N",FALSE,0.0698718103237061,TRUE
3159,"N",0.0452897868996077,"N",FALSE,0.0452897868996077,TRUE
3178,"N",0.0852592026264551,"N",FALSE,0.0852592026264551,TRUE
3219,"N",0.0946448287477399,"N",FALSE,0.0946448287477399,TRUE
3241,"N",0.0968632910470255,"N",FALSE,0.0968632910470255,TRUE
3252,"N",0.0856456300378586,"N",FALSE,0.0856456300378586,TRUE
3256,"N",0.0930536036340405,"N",FALSE,0.0930536036340405,TRUE
3297,"N",0.0909646608523223,"N",FALSE,0.0909646608523223,TRUE
3315,"N",0.0841055975800218,"N",FALSE,0.0841055975800218,TRUE
3317,"N",0.142947710176279,"Y",TRUE,0.142947710176279,FALSE
3320,"N",0.095867912475702,"N",FALSE,0.095867912475702,TRUE
3324,"N",0.0692098668271308,"N",FALSE,0.0692098668271308,TRUE
3327,"N",0.0870183372707191,"N",FALSE,0.0870183372707191,TRUE
3335,"N",0.0956989665721869,"N",FALSE,0.0956989665721869,TRUE
3340,"N",0.0669921193044291,"N",FALSE,0.0669921193044291,TRUE
3359,"N",0.0771190176885349,"N",FALSE,0.0771190176885349,TRUE
3394,"N",0.0887191749523554,"N",FALSE,0.0887191749523554,TRUE
3396,"N",0.0963989018211637,"N",FALSE,0.0963989018211637,TRUE
3415,"N",0.12491636232853,"Y",TRUE,0.12491636232853,FALSE
3418,"N",0.155424639591702,"Y",TRUE,0.155424639591702,FALSE
3422,"N",0.0541526764904431,"N",FALSE,0.0541526764904431,TRUE
3443,"N",0.0478891865568551,"N",FALSE,0.0478891865568551,TRUE
3459,"N",0.0833957622845076,"N",FALSE,0.0833957622845076,TRUE
3540,"N",0.0776180351645734,"N",FALSE,0.0776180351645734,TRUE
3549,"N",0.177807085110559,"Y",TRUE,0.177807085110559,FALSE
3552,"N",0.0531745841677379,"N",FALSE,0.0531745841677379,TRUE
3553,"N",0.129726603662292,"Y",TRUE,0.129726603662292,FALSE
3558,"N",0.112150976680352,"Y",TRUE,0.112150976680352,FALSE
3563,"N",0.0765952805968372,"N",FALSE,0.0765952805968372,TRUE
3585,"N",0.153723472699325,"Y",TRUE,0.153723472699325,FALSE
3588,"N",0.146318811302007,"Y",TRUE,0.146318811302007,FALSE
3610,"N",0.0805523381338264,"N",FALSE,0.0805523381338264,TRUE
3673,"N",0.0771361106414015,"N",FALSE,0.0771361106414015,TRUE
3728,"N",0.0777623940255505,"N",FALSE,0.0777623940255505,TRUE
3746,"N",0.0691242935207767,"N",FALSE,0.0691242935207767,TRUE
3748,"N",0.0660999215861646,"N",FALSE,0.0660999215861646,TRUE
3763,"N",0.151889405812546,"Y",TRUE,0.151889405812546,FALSE
3777,"N",0.0666079795265465,"N",FALSE,0.0666079795265465,TRUE
3792,"N",0.0379948927071324,"N",FALSE,0.0379948927071324,TRUE
3795,"N",0.0712976189743482,"N",FALSE,0.0712976189743482,TRUE
3841,"N",0.0534224428439842,"N",FALSE,0.0534224428439842,TRUE
3846,"N",0.0861039085052947,"N",FALSE,0.0861039085052947,TRUE
3850,"N",0.0868480309520687,"N",FALSE,0.0868480309520687,TRUE
3853,"N",0.0859619722015564,"N",FALSE,0.0859619722015564,TRUE
3858,"N",0.0592216109492606,"N",FALSE,0.0592216109492606,TRUE
3868,"N",0.0806009208755092,"N",FALSE,0.0806009208755092,TRUE
3898,"N",0.0773437735524918,"N",FALSE,0.0773437735524918,TRUE
3924,"N",0.0968970949892275,"N",FALSE,0.0968970949892275,TRUE
3932,"N",0.0997086191897194,"N",FALSE,0.0997086191897194,TRUE
3936,"N",0.0548793948345811,"N",FALSE,0.0548793948345811,TRUE
3942,"N",0.0805685916325844,"N",FALSE,0.0805685916325844,TRUE
3948,"N",0.118745940304862,"Y",TRUE,0.118745940304862,FALSE
3950,"N",0.0548606032370033,"N",FALSE,0.0548606032370033,TRUE
3968,"N",0.078052060081519,"N",FALSE,0.078052060081519,TRUE
3973,"N",0.0902912499654959,"N",FALSE,0.0902912499654959,TRUE
3980,"N",0.0610043355234607,"N",FALSE,0.0610043355234607,TRUE
3985,"N",0.073869565195822,"N",FALSE,0.073869565195822,TRUE
3991,"N",0.0523298600850736,"N",FALSE,0.0523298600850736,TRUE
3994,"N",0.0831610085124248,"N",FALSE,0.0831610085124248,TRUE
4021,"N",0.110252629011515,"Y",TRUE,0.110252629011515,FALSE
4027,"N",0.0996249750088111,"N",FALSE,0.0996249750088111,TRUE
4045,"N",0.0727582678001225,"N",FALSE,0.0727582678001225,TRUE
4053,"N",0.119000529326958,"Y",TRUE,0.119000529326958,FALSE
4062,"N",0.0503349282720881,"N",FALSE,0.0503349282720881,TRUE
4081,"N",0.126184514899873,"Y",TRUE,0.126184514899873,FALSE
4083,"N",0.0475473094091008,"N",FALSE,0.0475473094091008,TRUE
4109,"N",0.112682101490762,"Y",TRUE,0.112682101490762,FALSE
4131,"N",0.122138996969268,"Y",TRUE,0.122138996969268,FALSE
4159,"N",0.0592787418352732,"N",FALSE,0.0592787418352732,TRUE
4194,"N",0.0763761057138693,"N",FALSE,0.0763761057138693,TRUE
4214,"N",0.0769960491281234,"N",FALSE,0.0769960491281234,TRUE
4267,"N",0.0982243498480537,"N",FALSE,0.0982243498480537,TRUE
4279,"N",0.0715121610348864,"N",FALSE,0.0715121610348864,TRUE
4289,"N",0.141142174569682,"Y",TRUE,0.141142174569682,FALSE
4299,"N",0.050443856097004,"N",FALSE,0.050443856097004,TRUE
4309,"N",0.0822009103553201,"N",FALSE,0.0822009103553201,TRUE
4344,"N",0.125647192143764,"Y",TRUE,0.125647192143764,FALSE
4354,"N",0.119152487520509,"Y",TRUE,0.119152487520509,FALSE
4389,"N",0.0584275596761554,"N",FALSE,0.0584275596761554,TRUE
4402,"N",0.0550755539660995,"N",FALSE,0.0550755539660995,TRUE
4411,"N",0.0470497818655526,"N",FALSE,0.0470497818655526,TRUE
4412,"N",0.06356150647572,"N",FALSE,0.06356150647572,TRUE
4450,"N",0.0886350707512204,"N",FALSE,0.0886350707512204,TRUE
4469,"N",0.0753495311412613,"N",FALSE,0.0753495311412613,TRUE
4479,"N",0.0570632847276256,"N",FALSE,0.0570632847276256,TRUE
4501,"N",0.140512658787184,"Y",TRUE,0.140512658787184,FALSE
4514,"N",0.0955347024141821,"N",FALSE,0.0955347024141821,TRUE
4558,"N",0.133345961596306,"Y",TRUE,0.133345961596306,FALSE
4562,"N",0.0902829110995931,"N",FALSE,0.0902829110995931,TRUE
4638,"N",0.132157056956476,"Y",TRUE,0.132157056956476,FALSE
4639,"N",0.134762491092372,"Y",TRUE,0.134762491092372,FALSE
4675,"N",0.0875859900031086,"N",FALSE,0.0875859900031086,TRUE
4685,"N",0.127703987947281,"Y",TRUE,0.127703987947281,FALSE
4689,"N",0.0896780256687418,"N",FALSE,0.0896780256687418,TRUE
4724,"N",0.143230004056048,"Y",TRUE,0.143230004056048,FALSE
4774,"N",0.124365478048349,"Y",TRUE,0.124365478048349,FALSE
4804,"N",0.084710548144007,"N",FALSE,0.084710548144007,TRUE
4816,"N",0.0716394952211586,"N",FALSE,0.0716394952211586,TRUE
4821,"N",0.0774132896138995,"N",FALSE,0.0774132896138995,TRUE
4822,"N",0.0800282726811133,"N",FALSE,0.0800282726811133,TRUE
4849,"N",0.106982322476147,"Y",TRUE,0.106982322476147,FALSE
4867,"N",0.086368868456658,"N",FALSE,0.086368868456658,TRUE
4872,"N",0.127318740018421,"Y",TRUE,0.127318740018421,FALSE
4904,"N",0.0449662916285002,"N",FALSE,0.0449662916285002,TRUE
4911,"N",0.189520224097041,"Y",TRUE,0.189520224097041,FALSE
4994,"N",0.046442413038855,"N",FALSE,0.046442413038855,TRUE
4999,"N",0.156234490771012,"Y",TRUE,0.156234490771012,FALSE
5041,"N",0.0937245108494156,"N",FALSE,0.0937245108494156,TRUE
5057,"N",0.138995505513799,"Y",TRUE,0.138995505513799,FALSE
5060,"N",0.0838981572767319,"N",FALSE,0.0838981572767319,TRUE
5066,"N",0.0664656600927017,"N",FALSE,0.0664656600927017,TRUE
5094,"N",0.0739405306649381,"N",FALSE,0.0739405306649381,TRUE
5107,"N",0.137561803415853,"Y",TRUE,0.137561803415853,FALSE
5129,"N",0.113686916602163,"Y",TRUE,0.113686916602163,FALSE
5158,"N",0.0567878672286709,"N",FALSE,0.0567878672286709,TRUE
5164,"N",0.111171308974464,"Y",TRUE,0.111171308974464,FALSE
5186,"N",0.0805313437120863,"N",FALSE,0.0805313437120863,TRUE
5207,"N",0.12675065537146,"Y",TRUE,0.12675065537146,FALSE
5254,"N",0.0599947414097676,"N",FALSE,0.0599947414097676,TRUE
5302,"N",0.0405094698497017,"N",FALSE,0.0405094698497017,TRUE
5350,"N",0.0867685643741601,"N",FALSE,0.0867685643741601,TRUE
5351,"N",0.0509582801480498,"N",FALSE,0.0509582801480498,TRUE
5380,"N",0.140368989147152,"Y",TRUE,0.140368989147152,FALSE
5383,"N",0.0246889152097824,"N",FALSE,0.0246889152097824,TRUE
5415,"N",0.0774091453407284,"N",FALSE,0.0774091453407284,TRUE
5431,"N",0.19727918397701,"Y",TRUE,0.19727918397701,FALSE
5447,"N",0.155434505490979,"Y",TRUE,0.155434505490979,FALSE
5452,"N",0.0927637083004481,"N",FALSE,0.0927637083004481,TRUE
5469,"N",0.0762600826554782,"N",FALSE,0.0762600826554782,TRUE
5475,"N",0.112601754962583,"Y",TRUE,0.112601754962583,FALSE
5511,"N",0.0905443041085305,"N",FALSE,0.0905443041085305,TRUE
5534,"N",0.200129020349986,"Y",TRUE,0.200129020349986,FALSE
5555,"N",0.0692468271433509,"N",FALSE,0.0692468271433509,TRUE
5578,"N",0.100784066607932,"Y",TRUE,0.100784066607932,FALSE
5609,"N",0.0882818437804638,"N",FALSE,0.0882818437804638,TRUE
5625,"N",0.169325690401413,"Y",TRUE,0.169325690401413,FALSE
5639,"N",0.0406972465056387,"N",FALSE,0.0406972465056387,TRUE
5663,"N",0.138075688419785,"Y",TRUE,0.138075688419785,FALSE
5673,"N",0.0848369757873325,"N",FALSE,0.0848369757873325,TRUE
5751,"N",0.0758881575446172,"N",FALSE,0.0758881575446172,TRUE
5755,"N",0.084871509996704,"N",FALSE,0.084871509996704,TRUE
5774,"N",0.0981071557308214,"N",FALSE,0.0981071557308214,TRUE
5788,"N",0.0568154653412689,"N",FALSE,0.0568154653412689,TRUE
5791,"N",0.0819911089928965,"N",FALSE,0.0819911089928965,TRUE
5795,"N",0.0804145299159461,"N",FALSE,0.0804145299159461,TRUE
5796,"N",0.0775267348730921,"N",FALSE,0.0775267348730921,TRUE
5821,"N",0.171866490804357,"Y",TRUE,0.171866490804357,FALSE
5829,"N",0.117907796805015,"Y",TRUE,0.117907796805015,FALSE
5834,"N",0.148649841950593,"Y",TRUE,0.148649841950593,FALSE
5845,"N",0.0969200308696221,"N",FALSE,0.0969200308696221,TRUE
5871,"N",0.0571137455565883,"N",FALSE,0.0571137455565883,TRUE
5877,"N",0.113074123912747,"Y",TRUE,0.113074123912747,FALSE
5878,"N",0.0280952430704726,"N",FALSE,0.0280952430704726,TRUE
5880,"N",0.0882382214225097,"N",FALSE,0.0882382214225097,TRUE
5922,"N",0.133598877825025,"Y",TRUE,0.133598877825025,FALSE
5957,"N",0.0724078440169362,"N",FALSE,0.0724078440169362,TRUE
5988,"N",0.0828573034680692,"N",FALSE,0.0828573034680692,TRUE
6002,"N",0.140838234584074,"Y",TRUE,0.140838234584074,FALSE
6034,"N",0.0788019582474734,"N",FALSE,0.0788019582474734,TRUE
6058,"N",0.0483113103192737,"N",FALSE,0.0483113103192737,TRUE
6077,"N",0.0768227619197919,"N",FALSE,0.0768227619197919,TRUE
6083,"N",0.162392585266564,"Y",TRUE,0.162392585266564,FALSE
6100,"N",0.158566366027095,"Y",TRUE,0.158566366027095,FALSE
6102,"N",0.0974892670266114,"N",FALSE,0.0974892670266114,TRUE
6106,"N",0.0896009174508515,"N",FALSE,0.0896009174508515,TRUE
6107,"N",0.0290524144564524,"N",FALSE,0.0290524144564524,TRUE
6110,"N",0.179662200924107,"Y",TRUE,0.179662200924107,FALSE
6126,"N",0.0867179699355817,"N",FALSE,0.0867179699355817,TRUE
6132,"N",0.106496345246315,"Y",TRUE,0.106496345246315,FALSE
6144,"N",0.103045024954673,"Y",TRUE,0.103045024954673,FALSE
6160,"N",0.055267011722498,"N",FALSE,0.055267011722498,TRUE
6163,"N",0.0267671828493155,"N",FALSE,0.0267671828493155,TRUE
6168,"N",0.0377646197669536,"N",FALSE,0.0377646197669536,TRUE
6207,"N",0.0831215914591722,"N",FALSE,0.0831215914591722,TRUE
6241,"N",0.0554328916214125,"N",FALSE,0.0554328916214125,TRUE
6248,"N",0.0503892155180047,"N",FALSE,0.0503892155180047,TRUE
6260,"N",0.0643833242725389,"N",FALSE,0.0643833242725389,TRUE
6266,"N",0.0837054071702439,"N",FALSE,0.0837054071702439,TRUE
6274,"N",0.0753240190166009,"N",FALSE,0.0753240190166009,TRUE
6322,"N",0.127626275827636,"Y",TRUE,0.127626275827636,FALSE
6371,"N",0.16125879477747,"Y",TRUE,0.16125879477747,FALSE
6421,"N",0.0383187144482341,"N",FALSE,0.0383187144482341,TRUE
6436,"N",0.0545840040836855,"N",FALSE,0.0545840040836855,TRUE
6480,"N",0.14102331333063,"Y",TRUE,0.14102331333063,FALSE
6503,"N",0.0744498549022594,"N",FALSE,0.0744498549022594,TRUE
147,"N",0.121264474084233,"Y",TRUE,0.121264474084233,FALSE
573,"N",0.044880526130525,"N",FALSE,0.044880526130525,TRUE
639,"N",0.117000806009038,"Y",TRUE,0.117000806009038,FALSE
687,"N",0.124132798888599,"Y",TRUE,0.124132798888599,FALSE
746,"N",0.100324940180914,"Y",TRUE,0.100324940180914,FALSE
832,"N",0.127306908152888,"Y",TRUE,0.127306908152888,FALSE
1078,"N",0.0468850842262478,"N",FALSE,0.0468850842262478,TRUE
1278,"N",0.125517332251354,"Y",TRUE,0.125517332251354,FALSE
1340,"N",0.0465102753877459,"N",FALSE,0.0465102753877459,TRUE
1509,"N",0.0439632477491313,"N",FALSE,0.0439632477491313,TRUE
1719,"N",0.0938749007244926,"N",FALSE,0.0938749007244926,TRUE
1842,"N",0.100358237306155,"Y",TRUE,0.100358237306155,FALSE
1873,"N",0.0440231919545958,"N",FALSE,0.0440231919545958,TRUE
1958,"N",0.106214889147744,"Y",TRUE,0.106214889147744,FALSE
1993,"N",0.0465947721956678,"N",FALSE,0.0465947721956678,TRUE
2234,"N",0.119209465878998,"Y",TRUE,0.119209465878998,FALSE
2268,"N",0.0481527999046897,"N",FALSE,0.0481527999046897,TRUE
2352,"N",0.047469400110577,"N",FALSE,0.047469400110577,TRUE
2546,"N",0.0916202342285889,"N",FALSE,0.0916202342285889,TRUE
2570,"N",0.0481642834180233,"N",FALSE,0.0481642834180233,TRUE
2886,"N",0.108006014311861,"Y",TRUE,0.108006014311861,FALSE
3004,"N",0.1262427676208,"Y",TRUE,0.1262427676208,FALSE
3100,"N",0.047825484634748,"N",FALSE,0.047825484634748,TRUE
3510,"N",0.0455241602141355,"N",FALSE,0.0455241602141355,TRUE
3580,"N",0.129794278207994,"Y",TRUE,0.129794278207994,FALSE
3742,"N",0.0481638086199074,"N",FALSE,0.0481638086199074,TRUE
3914,"N",0.10386348268194,"Y",TRUE,0.10386348268194,FALSE
4338,"N",0.109656228203101,"Y",TRUE,0.109656228203101,FALSE
4428,"N",0.111761987367065,"Y",TRUE,0.111761987367065,FALSE
4641,"N",0.0463841138133306,"N",FALSE,0.0463841138133306,TRUE
4753,"N",0.103515469514239,"Y",TRUE,0.103515469514239,FALSE
4837,"N",0.100778564467368,"Y",TRUE,0.100778564467368,FALSE
4948,"N",0.0458599891597022,"N",FALSE,0.0458599891597022,TRUE
5044,"N",0.0478530281118703,"N",FALSE,0.0478530281118703,TRUE
5233,"N",0.109655091395431,"Y",TRUE,0.109655091395431,FALSE
5247,"N",0.0470002026339951,"N",FALSE,0.0470002026339951,TRUE
5321,"N",0.1034697135344,"Y",TRUE,0.1034697135344,FALSE
5400,"N",0.109580233059814,"Y",TRUE,0.109580233059814,FALSE
5418,"N",0.0489497885533401,"N",FALSE,0.0489497885533401,TRUE
5494,"N",0.138630177777108,"Y",TRUE,0.138630177777108,FALSE
5589,"N",0.103218079167099,"Y",TRUE,0.103218079167099,FALSE
5827,"N",0.0488073944482243,"N",FALSE,0.0488073944482243,TRUE
5990,"N",0.0921709640662908,"N",FALSE,0.0921709640662908,TRUE
6019,"N",0.0455268073663796,"N",FALSE,0.0455268073663796,TRUE
6089,"N",0.114975978060347,"Y",TRUE,0.114975978060347,FALSE
6228,"N",0.0882037543756386,"N",FALSE,0.0882037543756386,TRUE
6255,"N",0.0453690110789633,"N",FALSE,0.0453690110789633,TRUE
6391,"N",0.0512892076161127,"N",FALSE,0.0512892076161127,TRUE
11,"N",0.197792366164596,"Y",TRUE,0.197792366164596,FALSE
948,"N",0.184459087936646,"Y",TRUE,0.184459087936646,FALSE
1160,"N",0.0996755449852729,"N",FALSE,0.0996755449852729,TRUE
1480,"N",0.141028257702217,"Y",TRUE,0.141028257702217,FALSE
1863,"N",0.167269999110616,"Y",TRUE,0.167269999110616,FALSE
2114,"N",0.196046210395192,"Y",TRUE,0.196046210395192,FALSE
2353,"N",0.137127646269345,"Y",TRUE,0.137127646269345,FALSE
2451,"N",0.164163107465842,"Y",TRUE,0.164163107465842,FALSE
2801,"N",0.138951686923044,"Y",TRUE,0.138951686923044,FALSE
2905,"N",0.135917229800402,"Y",TRUE,0.135917229800402,FALSE
3923,"N",0.148680329294576,"Y",TRUE,0.148680329294576,FALSE
4640,"N",0.114139346637843,"Y",TRUE,0.114139346637843,FALSE
4847,"N",0.135536244571224,"Y",TRUE,0.135536244571224,FALSE
4935,"N",0.17232421798799,"Y",TRUE,0.17232421798799,FALSE
