"UniqueID","Popular.fctr","Popular.fctr.All.X..rcv.glmnet.prob","Popular.fctr.All.X..rcv.glmnet","Popular.fctr.All.X..rcv.glmnet.err","Popular.fctr.All.X..rcv.glmnet.err.abs","Popular.fctr.All.X..rcv.glmnet.is.acc"
1673,"N",0.01933814529937,"N",FALSE,0.01933814529937,TRUE
1675,"N",0.0313396704105894,"N",FALSE,0.0313396704105894,TRUE
1680,"N",0.0357715883405426,"N",FALSE,0.0357715883405426,TRUE
1682,"N",0.0408969908433903,"N",FALSE,0.0408969908433903,TRUE
1684,"N",0.0436832800664384,"N",FALSE,0.0436832800664384,TRUE
1686,"N",0.0430510090043371,"N",FALSE,0.0430510090043371,TRUE
1694,"N",0.0281500955121702,"N",FALSE,0.0281500955121702,TRUE
1735,"N",0.042870699461585,"N",FALSE,0.042870699461585,TRUE
1736,"N",0.0345491687327829,"N",FALSE,0.0345491687327829,TRUE
1749,"N",0.0102499353680133,"N",FALSE,0.0102499353680133,TRUE
1751,"N",0.128836250004343,"Y",TRUE,0.128836250004343,FALSE
1784,"N",0.0145001106160491,"N",FALSE,0.0145001106160491,TRUE
1789,"N",0.0455914291629461,"N",FALSE,0.0455914291629461,TRUE
1794,"N",0.00803282570248629,"N",FALSE,0.00803282570248629,TRUE
1797,"N",0.041612675731026,"N",FALSE,0.041612675731026,TRUE
1844,"N",0.0237481673143965,"N",FALSE,0.0237481673143965,TRUE
1856,"N",0.0399165856983289,"N",FALSE,0.0399165856983289,TRUE
1857,"N",0.0209460388971426,"N",FALSE,0.0209460388971426,TRUE
1901,"N",0.0157939536515867,"N",FALSE,0.0157939536515867,TRUE
1905,"N",0.0916251314116431,"N",FALSE,0.0916251314116431,TRUE
1908,"N",0.0396499207915603,"N",FALSE,0.0396499207915603,TRUE
1922,"N",0.11086104540441,"Y",TRUE,0.11086104540441,FALSE
1940,"N",0.0283222810497613,"N",FALSE,0.0283222810497613,TRUE
1944,"N",0.0240084989868531,"N",FALSE,0.0240084989868531,TRUE
1947,"N",0.0410756989709622,"N",FALSE,0.0410756989709622,TRUE
1948,"N",0.132161993540706,"Y",TRUE,0.132161993540706,FALSE
1951,"N",0.101720124667655,"Y",TRUE,0.101720124667655,FALSE
1972,"N",0.0490893538990399,"N",FALSE,0.0490893538990399,TRUE
2015,"N",0.0187034685140222,"N",FALSE,0.0187034685140222,TRUE
2021,"N",0.0289250123655602,"N",FALSE,0.0289250123655602,TRUE
2036,"N",0.0359466387850209,"N",FALSE,0.0359466387850209,TRUE
2056,"N",0.0985826626076673,"N",FALSE,0.0985826626076673,TRUE
2122,"N",0.0891605506726367,"N",FALSE,0.0891605506726367,TRUE
2145,"N",0.00396122554331556,"N",FALSE,0.00396122554331556,TRUE
2162,"N",0.0434120794609539,"N",FALSE,0.0434120794609539,TRUE
2216,"N",0.0248743811686336,"N",FALSE,0.0248743811686336,TRUE
2261,"N",0.0426905394029078,"N",FALSE,0.0426905394029078,TRUE
2284,"N",0.00396122554331556,"N",FALSE,0.00396122554331556,TRUE
2298,"N",0.0849595297049731,"N",FALSE,0.0849595297049731,TRUE
2302,"N",0.00719318608024071,"N",FALSE,0.00719318608024071,TRUE
2316,"N",0.0266001126661605,"N",FALSE,0.0266001126661605,TRUE
2345,"N",0.0171319060935285,"N",FALSE,0.0171319060935285,TRUE
2355,"N",0.0747673853127889,"N",FALSE,0.0747673853127889,TRUE
2398,"N",0.0375271707046404,"N",FALSE,0.0375271707046404,TRUE
2413,"N",0.0290972592106193,"N",FALSE,0.0290972592106193,TRUE
2418,"N",0.0478859897000986,"N",FALSE,0.0478859897000986,TRUE
2419,"N",0.0848499349342345,"N",FALSE,0.0848499349342345,TRUE
2473,"N",0.0139847436028035,"N",FALSE,0.0139847436028035,TRUE
2490,"N",0.0225287738011165,"N",FALSE,0.0225287738011165,TRUE
2491,"N",0.0383210538978909,"N",FALSE,0.0383210538978909,TRUE
2497,"N",0.0354218092822032,"N",FALSE,0.0354218092822032,TRUE
2517,"N",0.0420611455388888,"N",FALSE,0.0420611455388888,TRUE
2519,"N",0.028666677987513,"N",FALSE,0.028666677987513,TRUE
2525,"N",0.00968462281214991,"N",FALSE,0.00968462281214991,TRUE
2534,"N",0.0308215044167203,"N",FALSE,0.0308215044167203,TRUE
2581,"N",0.0114104273389715,"N",FALSE,0.0114104273389715,TRUE
2584,"N",0.0117721388365031,"N",FALSE,0.0117721388365031,TRUE
2588,"N",0.0241818959584017,"N",FALSE,0.0241818959584017,TRUE
2594,"N",0.00982961175276496,"N",FALSE,0.00982961175276496,TRUE
2608,"N",0.0205023849494297,"N",FALSE,0.0205023849494297,TRUE
2621,"N",0.0280640043657482,"N",FALSE,0.0280640043657482,TRUE
2638,"N",0.142848859827028,"Y",TRUE,0.142848859827028,FALSE
2692,"N",0.0290972592106193,"N",FALSE,0.0290972592106193,TRUE
2710,"N",0.0218278039293177,"N",FALSE,0.0218278039293177,TRUE
2713,"N",0.0331578905654403,"N",FALSE,0.0331578905654403,TRUE
2732,"N",0.0255654226565904,"N",FALSE,0.0255654226565904,TRUE
2735,"N",0.0203243345227024,"N",FALSE,0.0203243345227024,TRUE
2743,"N",0.0253064256970578,"N",FALSE,0.0253064256970578,TRUE
2755,"N",0.0170378428293513,"N",FALSE,0.0170378428293513,TRUE
2803,"N",0.0227034933153361,"N",FALSE,0.0227034933153361,TRUE
2810,"N",0.0120078169922527,"N",FALSE,0.0120078169922527,TRUE
2818,"N",0.0120078169922527,"N",FALSE,0.0120078169922527,TRUE
2829,"N",0.0205912801101442,"N",FALSE,0.0205912801101442,TRUE
2845,"N",0.0195183977948147,"N",FALSE,0.0195183977948147,TRUE
2846,"N",0.116825395842858,"Y",TRUE,0.116825395842858,FALSE
2855,"N",0.0221787283167116,"N",FALSE,0.0221787283167116,TRUE
2871,"N",0.0183378685049007,"N",FALSE,0.0183378685049007,TRUE
2920,"N",0.0199671357689587,"N",FALSE,0.0199671357689587,TRUE
2957,"N",0.00907471497450597,"N",FALSE,0.00907471497450597,TRUE
2966,"N",0.0308215044167203,"N",FALSE,0.0308215044167203,TRUE
2972,"N",0.0336789495093891,"N",FALSE,0.0336789495093891,TRUE
2973,"N",0.131776693263408,"Y",TRUE,0.131776693263408,FALSE
2975,"N",0.082994346123237,"N",FALSE,0.082994346123237,TRUE
3019,"N",0.0516116184781249,"N",FALSE,0.0516116184781249,TRUE
3027,"N",0.0271169229206347,"N",FALSE,0.0271169229206347,TRUE
3031,"N",0.0344620412762574,"N",FALSE,0.0344620412762574,TRUE
3047,"N",0.0259105247403848,"N",FALSE,0.0259105247403848,TRUE
3063,"N",0.0270308041207916,"N",FALSE,0.0270308041207916,TRUE
3094,"N",0.0126925713562168,"N",FALSE,0.0126925713562168,TRUE
3109,"N",0.103243361159333,"Y",TRUE,0.103243361159333,FALSE
3114,"N",0.0247879079295781,"N",FALSE,0.0247879079295781,TRUE
3158,"N",0.0229652214962701,"N",FALSE,0.0229652214962701,TRUE
3159,"N",0.0102499353680133,"N",FALSE,0.0102499353680133,TRUE
3178,"N",0.0335920525673306,"N",FALSE,0.0335920525673306,TRUE
3219,"N",0.0242685499972927,"N",FALSE,0.0242685499972927,TRUE
3241,"N",0.0355966456605921,"N",FALSE,0.0355966456605921,TRUE
3252,"N",0.0277196394757519,"N",FALSE,0.0277196394757519,TRUE
3256,"N",0.0335920525673306,"N",FALSE,0.0335920525673306,TRUE
3297,"N",0.019428328137357,"N",FALSE,0.019428328137357,TRUE
3315,"N",0.0237481673143965,"N",FALSE,0.0237481673143965,TRUE
3317,"N",0.0745575702734219,"N",FALSE,0.0745575702734219,TRUE
3320,"N",0.0351597507615166,"N",FALSE,0.0351597507615166,TRUE
3324,"N",0.017412894277612,"N",FALSE,0.017412894277612,TRUE
3327,"N",0.0299589025150993,"N",FALSE,0.0299589025150993,TRUE
3335,"N",0.0342878582188257,"N",FALSE,0.0342878582188257,TRUE
3340,"N",0.0178774818060144,"N",FALSE,0.0178774818060144,TRUE
3359,"N",0.0272030365354572,"N",FALSE,0.0272030365354572,TRUE
3394,"N",0.0201459237532353,"N",FALSE,0.0201459237532353,TRUE
3396,"N",0.0266862658642213,"N",FALSE,0.0266862658642213,TRUE
3415,"N",0.0552155790896719,"N",FALSE,0.0552155790896719,TRUE
3418,"N",0.111827040654523,"Y",TRUE,0.111827040654523,FALSE
3422,"N",0.0109104057067482,"N",FALSE,0.0109104057067482,TRUE
3443,"N",0.00953687859962372,"N",FALSE,0.00953687859962372,TRUE
3459,"N",0.0341137695584015,"N",FALSE,0.0341137695584015,TRUE
3540,"N",0.0229652214962701,"N",FALSE,0.0229652214962701,TRUE
3549,"N",0.156275939962961,"Y",TRUE,0.156275939962961,FALSE
3552,"N",0.0115321608429465,"N",FALSE,0.0115321608429465,TRUE
3553,"N",0.0783641999099741,"N",FALSE,0.0783641999099741,TRUE
3558,"N",0.05502428728321,"N",FALSE,0.05502428728321,TRUE
3563,"N",0.0266001126661605,"N",FALSE,0.0266001126661605,TRUE
3585,"N",0.0263415988779745,"N",FALSE,0.0263415988779745,TRUE
3588,"N",0.0511421591395624,"N",FALSE,0.0511421591395624,TRUE
3610,"N",0.0226161577736008,"N",FALSE,0.0226161577736008,TRUE
3673,"N",0.0322910831925681,"N",FALSE,0.0322910831925681,TRUE
3728,"N",0.0129143649064051,"N",FALSE,0.0129143649064051,TRUE
3746,"N",0.0158911891246003,"N",FALSE,0.0158911891246003,TRUE
3748,"N",0.0157939536515867,"N",FALSE,0.0157939536515867,TRUE
3763,"N",0.0978902612997947,"N",FALSE,0.0978902612997947,TRUE
3777,"N",0.0160848158834005,"N",FALSE,0.0160848158834005,TRUE
3792,"N",0.006104121951047,"N",FALSE,0.006104121951047,TRUE
3795,"N",0.0253064256970578,"N",FALSE,0.0253064256970578,TRUE
3841,"N",0.0105195107960207,"N",FALSE,0.0105195107960207,TRUE
3846,"N",0.0273752503914053,"N",FALSE,0.0273752503914053,TRUE
3850,"N",0.0300451135774495,"N",FALSE,0.0300451135774495,TRUE
3853,"N",0.0272030365354572,"N",FALSE,0.0272030365354572,TRUE
3858,"N",0.0141922725350518,"N",FALSE,0.0141922725350518,TRUE
3868,"N",0.0230523753487268,"N",FALSE,0.0230523753487268,TRUE
3898,"N",0.0276335457319462,"N",FALSE,0.0276335457319462,TRUE
3924,"N",0.0258242714612865,"N",FALSE,0.0258242714612865,TRUE
3932,"N",0.0344620412762574,"N",FALSE,0.0344620412762574,TRUE
3936,"N",0.0103856959322025,"N",FALSE,0.0103856959322025,TRUE
3942,"N",0.0217399251010651,"N",FALSE,0.0217399251010651,TRUE
3948,"N",0.0547376881087377,"N",FALSE,0.0547376881087377,TRUE
3950,"N",0.0106514975685348,"N",FALSE,0.0106514975685348,TRUE
3968,"N",0.0232265566190465,"N",FALSE,0.0232265566190465,TRUE
3973,"N",0.0318583738605775,"N",FALSE,0.0318583738605775,TRUE
3980,"N",0.0142953314238168,"N",FALSE,0.0142953314238168,TRUE
3985,"N",0.0216519842728336,"N",FALSE,0.0216519842728336,TRUE
3991,"N",0.0110375143137507,"N",FALSE,0.0110375143137507,TRUE
3994,"N",0.034810697303447,"N",FALSE,0.034810697303447,TRUE
4021,"N",0.030907830912879,"N",FALSE,0.030907830912879,TRUE
4027,"N",0.0321179471200202,"N",FALSE,0.0321179471200202,TRUE
4045,"N",0.0170378428293513,"N",FALSE,0.0170378428293513,TRUE
4053,"N",0.0599593769859864,"N",FALSE,0.0599593769859864,TRUE
4062,"N",0.00982961175276496,"N",FALSE,0.00982961175276496,TRUE
4081,"N",0.071433770620279,"N",FALSE,0.071433770620279,TRUE
4083,"N",0.00982961175276496,"N",FALSE,0.00982961175276496,TRUE
4109,"N",0.0751876021089284,"N",FALSE,0.0751876021089284,TRUE
4131,"N",0.0525538181196294,"N",FALSE,0.0525538181196294,TRUE
4159,"N",0.0129143649064051,"N",FALSE,0.0129143649064051,TRUE
4194,"N",0.0262554075144388,"N",FALSE,0.0262554075144388,TRUE
4214,"N",0.0249608319145416,"N",FALSE,0.0249608319145416,TRUE
4267,"N",0.0335051774507603,"N",FALSE,0.0335051774507603,TRUE
4279,"N",0.0178774818060144,"N",FALSE,0.0178774818060144,TRUE
4289,"N",0.0852886089969458,"N",FALSE,0.0852886089969458,TRUE
4299,"N",0.0106514975685348,"N",FALSE,0.0106514975685348,TRUE
4309,"N",0.0291833910640467,"N",FALSE,0.0291833910640467,TRUE
4344,"N",0.0290111331153044,"N",FALSE,0.0290111331153044,TRUE
4354,"N",0.0492751180832066,"N",FALSE,0.0492751180832066,TRUE
4389,"N",0.0126925713562168,"N",FALSE,0.0126925713562168,TRUE
4402,"N",0.0123540781516568,"N",FALSE,0.0123540781516568,TRUE
4411,"N",0.0106514975685348,"N",FALSE,0.0106514975685348,TRUE
4412,"N",0.0228780239841541,"N",FALSE,0.0228780239841541,TRUE
4450,"N",0.0253927756715695,"N",FALSE,0.0253927756715695,TRUE
4469,"N",0.0205912801101442,"N",FALSE,0.0205912801101442,TRUE
4479,"N",0.0124677249343829,"N",FALSE,0.0124677249343829,TRUE
4501,"N",0.0930926288317966,"N",FALSE,0.0930926288317966,TRUE
4514,"N",0.0417919549221578,"N",FALSE,0.0417919549221578,TRUE
4558,"N",0.0641145681321226,"N",FALSE,0.0641145681321226,TRUE
4562,"N",0.0315125086241394,"N",FALSE,0.0315125086241394,TRUE
4638,"N",0.0641145681321226,"N",FALSE,0.0641145681321226,TRUE
4639,"N",0.0641145681321226,"N",FALSE,0.0641145681321226,TRUE
4675,"N",0.0296141507960449,"N",FALSE,0.0296141507960449,TRUE
4685,"N",0.0718477434004539,"N",FALSE,0.0718477434004539,TRUE
4689,"N",0.0329843719324581,"N",FALSE,0.0329843719324581,TRUE
4724,"N",0.0459568567410555,"N",FALSE,0.0459568567410555,TRUE
4774,"N",0.0537852794418057,"N",FALSE,0.0537852794418057,TRUE
4804,"N",0.0294418252238457,"N",FALSE,0.0294418252238457,TRUE
4816,"N",0.0196982077282185,"N",FALSE,0.0196982077282185,TRUE
4821,"N",0.0264277797795892,"N",FALSE,0.0264277797795892,TRUE
4822,"N",0.0321179471200202,"N",FALSE,0.0321179471200202,TRUE
4849,"N",0.0322910831925681,"N",FALSE,0.0322910831925681,TRUE
4867,"N",0.0237481673143965,"N",FALSE,0.0237481673143965,TRUE
4872,"N",0.0630182451917264,"N",FALSE,0.0630182451917264,TRUE
4904,"N",0.00923219667568406,"N",FALSE,0.00923219667568406,TRUE
4911,"N",0.230306334381404,"Y",TRUE,0.230306334381404,FALSE
4994,"N",0.00923219667568406,"N",FALSE,0.00923219667568406,TRUE
4999,"N",0.136037220856923,"Y",TRUE,0.136037220856923,FALSE
5041,"N",0.0297865088879448,"N",FALSE,0.0297865088879448,TRUE
5057,"N",0.0797544326173643,"N",FALSE,0.0797544326173643,TRUE
5060,"N",0.026082990879635,"N",FALSE,0.026082990879635,TRUE
5066,"N",0.01627736564841,"N",FALSE,0.01627736564841,TRUE
5094,"N",0.025479107749266,"N",FALSE,0.025479107749266,TRUE
5107,"N",0.106314317540499,"Y",TRUE,0.106314317540499,FALSE
5129,"N",0.0442267142517286,"N",FALSE,0.0442267142517286,TRUE
5158,"N",0.0122395697500717,"N",FALSE,0.0122395697500717,TRUE
5164,"N",0.051048397766444,"N",FALSE,0.051048397766444,TRUE
5186,"N",0.0318583738605775,"N",FALSE,0.0318583738605775,TRUE
5207,"N",0.0391174928614717,"N",FALSE,0.0391174928614717,TRUE
5254,"N",0.0128038348914513,"N",FALSE,0.0128038348914513,TRUE
5302,"N",0.00741922551307002,"N",FALSE,0.00741922551307002,TRUE
5350,"N",0.0272891455124289,"N",FALSE,0.0272891455124289,TRUE
5351,"N",0.00997204469749765,"N",FALSE,0.00997204469749765,TRUE
5380,"N",0.0947961757913521,"N",FALSE,0.0947961757913521,TRUE
5383,"N",0.00396122554331556,"N",FALSE,0.00396122554331556,TRUE
5415,"N",0.0196982077282185,"N",FALSE,0.0196982077282185,TRUE
5431,"N",0.168433825100347,"Y",TRUE,0.168433825100347,FALSE
5447,"N",0.109898099925411,"Y",TRUE,0.109898099925411,FALSE
5452,"N",0.0320314055302808,"N",FALSE,0.0320314055302808,TRUE
5469,"N",0.0241818959584017,"N",FALSE,0.0241818959584017,TRUE
5475,"N",0.0580097751360538,"N",FALSE,0.0580097751360538,TRUE
5511,"N",0.0265139508387202,"N",FALSE,0.0265139508387202,TRUE
5534,"N",0.197605013871296,"Y",TRUE,0.197605013871296,FALSE
5555,"N",0.0190668912322998,"N",FALSE,0.0190668912322998,TRUE
5578,"N",0.0505802407219545,"N",FALSE,0.0505802407219545,TRUE
5609,"N",0.0256517211092692,"N",FALSE,0.0256517211092692,TRUE
5625,"N",0.125415167341769,"Y",TRUE,0.125415167341769,FALSE
5639,"N",0.00741922551307002,"N",FALSE,0.00741922551307002,TRUE
5663,"N",0.0907261730273665,"N",FALSE,0.0907261730273665,TRUE
5673,"N",0.0328976429664599,"N",FALSE,0.0328976429664599,TRUE
5751,"N",0.019608356826465,"N",FALSE,0.019608356826465,TRUE
5755,"N",0.0255654226565904,"N",FALSE,0.0255654226565904,TRUE
5774,"N",0.0399165856983289,"N",FALSE,0.0399165856983289,TRUE
5788,"N",0.013241822990619,"N",FALSE,0.013241822990619,TRUE
5791,"N",0.0314260818969685,"N",FALSE,0.0314260818969685,TRUE
5795,"N",0.0298727010739188,"N",FALSE,0.0298727010739188,TRUE
5796,"N",0.0282361875843576,"N",FALSE,0.0282361875843576,TRUE
5821,"N",0.0872723753294949,"N",FALSE,0.0872723753294949,TRUE
5829,"N",0.0558865267605672,"N",FALSE,0.0558865267605672,TRUE
5834,"N",0.083756691311621,"N",FALSE,0.083756691311621,TRUE
5845,"N",0.0327242444900043,"N",FALSE,0.0327242444900043,TRUE
5871,"N",0.0137752284636946,"N",FALSE,0.0137752284636946,TRUE
5877,"N",0.051048397766444,"N",FALSE,0.051048397766444,TRUE
5878,"N",0.00396122554331556,"N",FALSE,0.00396122554331556,TRUE
5880,"N",0.0296141507960449,"N",FALSE,0.0296141507960449,TRUE
5922,"N",0.0724701626596827,"N",FALSE,0.0724701626596827,TRUE
5957,"N",0.0213877746096121,"N",FALSE,0.0213877746096121,TRUE
5988,"N",0.0363847457247593,"N",FALSE,0.0363847457247593,TRUE
6002,"N",0.0599593769859864,"N",FALSE,0.0599593769859864,TRUE
6034,"N",0.0229652214962701,"N",FALSE,0.0229652214962701,TRUE
6058,"N",0.0105195107960207,"N",FALSE,0.0105195107960207,TRUE
6077,"N",0.0261692050607348,"N",FALSE,0.0261692050607348,TRUE
6083,"N",0.164670556509151,"Y",TRUE,0.164670556509151,FALSE
6100,"N",0.0999727193923341,"N",FALSE,0.0999727193923341,TRUE
6102,"N",0.0334183239277567,"N",FALSE,0.0334183239277567,TRUE
6106,"N",0.0264277797795892,"N",FALSE,0.0264277797795892,TRUE
6107,"N",0.00396122554331556,"N",FALSE,0.00396122554331556,TRUE
6110,"N",0.149778038746378,"Y",TRUE,0.149778038746378,FALSE
6126,"N",0.0278918229501886,"N",FALSE,0.0278918229501886,TRUE
6132,"N",0.0455914291629461,"N",FALSE,0.0455914291629461,TRUE
6144,"N",0.0419713789549903,"N",FALSE,0.0419713789549903,TRUE
6160,"N",0.0125805450386287,"N",FALSE,0.0125805450386287,TRUE
6163,"N",0.00396122554331556,"N",FALSE,0.00396122554331556,TRUE
6168,"N",0.00719318608024071,"N",FALSE,0.00719318608024071,TRUE
6207,"N",0.0181541866973907,"N",FALSE,0.0181541866973907,TRUE
6241,"N",0.00953687859962372,"N",FALSE,0.00953687859962372,TRUE
6248,"N",0.00874779919001914,"N",FALSE,0.00874779919001914,TRUE
6260,"N",0.015204125407894,"N",FALSE,0.015204125407894,TRUE
6266,"N",0.0263415988779745,"N",FALSE,0.0263415988779745,TRUE
6274,"N",0.0209460388971426,"N",FALSE,0.0209460388971426,TRUE
6322,"N",0.0543561862665249,"N",FALSE,0.0543561862665249,TRUE
6371,"N",0.157641724166722,"Y",TRUE,0.157641724166722,FALSE
6421,"N",0.00641421589912584,"N",FALSE,0.00641421589912584,TRUE
6436,"N",0.0155004650905629,"N",FALSE,0.0155004650905629,TRUE
6480,"N",0.065719512155531,"N",FALSE,0.065719512155531,TRUE
6503,"N",0.0227907816511493,"N",FALSE,0.0227907816511493,TRUE
147,"N",0.0545210556900436,"N",FALSE,0.0545210556900436,TRUE
573,"N",0.0069517200532924,"N",FALSE,0.0069517200532924,TRUE
639,"N",0.100597698354705,"Y",TRUE,0.100597698354705,FALSE
687,"N",0.0598499038997905,"N",FALSE,0.0598499038997905,TRUE
746,"N",0.0601162435021465,"N",FALSE,0.0601162435021465,TRUE
832,"N",0.0982393496497343,"N",FALSE,0.0982393496497343,TRUE
1078,"N",0.0069517200532924,"N",FALSE,0.0069517200532924,TRUE
1278,"N",0.0593184318653231,"N",FALSE,0.0593184318653231,TRUE
1340,"N",0.00725384309658937,"N",FALSE,0.00725384309658937,TRUE
1509,"N",0.0069517200532924,"N",FALSE,0.0069517200532924,TRUE
1719,"N",0.0572085814649585,"N",FALSE,0.0572085814649585,TRUE
1842,"N",0.0684811291662671,"N",FALSE,0.0684811291662671,TRUE
1873,"N",0.0069517200532924,"N",FALSE,0.0069517200532924,TRUE
1958,"N",0.0659864234375827,"N",FALSE,0.0659864234375827,TRUE
1993,"N",0.00710524955776758,"N",FALSE,0.00710524955776758,TRUE
2234,"N",0.0900558861050652,"N",FALSE,0.0900558861050652,TRUE
2268,"N",0.00710524955776758,"N",FALSE,0.00710524955776758,TRUE
2352,"N",0.00725384309658937,"N",FALSE,0.00725384309658937,TRUE
2546,"N",0.0499394289784089,"N",FALSE,0.0499394289784089,TRUE
2570,"N",0.00710524955776758,"N",FALSE,0.00710524955776758,TRUE
2886,"N",0.0657112832149768,"N",FALSE,0.0657112832149768,TRUE
3004,"N",0.0530651142052962,"N",FALSE,0.0530651142052962,TRUE
3100,"N",0.00710524955776758,"N",FALSE,0.00710524955776758,TRUE
3510,"N",0.00725384309658937,"N",FALSE,0.00725384309658937,TRUE
3580,"N",0.100059778940489,"Y",TRUE,0.100059778940489,FALSE
3742,"N",0.0069517200532924,"N",FALSE,0.0069517200532924,TRUE
3914,"N",0.0648883158816297,"N",FALSE,0.0648883158816297,TRUE
4338,"N",0.0664459001010058,"N",FALSE,0.0664459001010058,TRUE
4428,"N",0.078989992954969,"N",FALSE,0.078989992954969,TRUE
4641,"N",0.00710524955776758,"N",FALSE,0.00710524955776758,TRUE
4753,"N",0.0372224858182719,"N",FALSE,0.0372224858182719,TRUE
4837,"N",0.0637060711125717,"N",FALSE,0.0637060711125717,TRUE
4948,"N",0.00725384309658937,"N",FALSE,0.00725384309658937,TRUE
5044,"N",0.00725384309658937,"N",FALSE,0.00725384309658937,TRUE
5233,"N",0.041300278935348,"N",FALSE,0.041300278935348,TRUE
5247,"N",0.0069517200532924,"N",FALSE,0.0069517200532924,TRUE
5321,"N",0.0602051128817861,"N",FALSE,0.0602051128817861,TRUE
5400,"N",0.074623695517353,"N",FALSE,0.074623695517353,TRUE
5418,"N",0.00739802933255023,"N",FALSE,0.00739802933255023,TRUE
5494,"N",0.123499792625124,"Y",TRUE,0.123499792625124,FALSE
5589,"N",0.0700689450249935,"N",FALSE,0.0700689450249935,TRUE
5827,"N",0.0069517200532924,"N",FALSE,0.0069517200532924,TRUE
5990,"N",0.0479430775681304,"N",FALSE,0.0479430775681304,TRUE
6019,"N",0.0069517200532924,"N",FALSE,0.0069517200532924,TRUE
6089,"N",0.0752967742910862,"N",FALSE,0.0752967742910862,TRUE
6228,"N",0.025714266203303,"N",FALSE,0.025714266203303,TRUE
6255,"N",0.0069517200532924,"N",FALSE,0.0069517200532924,TRUE
6391,"N",0.00739802933255023,"N",FALSE,0.00739802933255023,TRUE
11,"N",0.0890436672857726,"N",FALSE,0.0890436672857726,TRUE
948,"N",0.052528816873233,"N",FALSE,0.052528816873233,TRUE
1160,"N",0.0160799792108366,"N",FALSE,0.0160799792108366,TRUE
1480,"N",0.0434891883799855,"N",FALSE,0.0434891883799855,TRUE
1863,"N",0.0630059680713188,"N",FALSE,0.0630059680713188,TRUE
2114,"N",0.0556449694186164,"N",FALSE,0.0556449694186164,TRUE
2353,"N",0.03710308102133,"N",FALSE,0.03710308102133,TRUE
2451,"N",0.0340739493913238,"N",FALSE,0.0340739493913238,TRUE
2801,"N",0.0341582823348687,"N",FALSE,0.0341582823348687,TRUE
2905,"N",0.0344120559990246,"N",FALSE,0.0344120559990246,TRUE
3923,"N",0.0385113394221578,"N",FALSE,0.0385113394221578,TRUE
4640,"N",0.0223207268196096,"N",FALSE,0.0223207268196096,TRUE
